date,product_id,category,sales,price,promotion_flag
2023-01-31,10,Category_2,898,490.28033683649045,0
2023-02-28,10,Category_2,979,390.3382306389115,0
2023-03-31,10,Category_2,977,36.556311049599785,0
2023-04-30,10,Category_2,1065,366.12872816485907,0
2023-05-31,10,Category_2,1044,245.58099116167662,0
2023-06-30,10,Category_2,871,320.1147761228849,0
2023-07-31,10,Category_2,998,409.93213624825086,0
2023-08-31,10,Category_2,751,289.32007388042,0
2023-09-30,10,Category_2,1161,205.5109528481945,1
2023-10-31,10,Category_2,1002,158.7240104689155,0
2023-11-30,10,Category_2,983,61.839173409274295,0
2023-12-31,10,Category_2,1157,171.82359231779972,0
